States,Regions,latitude,longitude,Dates,Usage
Tamil Nadu,SR,12.92038576,79.15004187,12/02/2019 00:00:00,253.6
Pondy,SR,11.93499371,79.83000037,12/02/2019 00:00:00,6.8
Bihar,ER,25.78541445,87.4799727,12/02/2019 00:00:00,79.5
Jharkhand,ER,23.80039349,86.41998572,12/02/2019 00:00:00,23.9
Odisha,ER,19.82042971,85.90001746,12/02/2019 00:00:00,84.1
West Bengal,ER,22.58039044,88.32994665,12/02/2019 00:00:00,123.3
Sikkim,ER,27.3333303,88.6166475,12/02/2019 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,12/02/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,12/02/2019 00:00:00,25.2
Manipur,NER,24.79997072,93.95001705,12/02/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,12/02/2019 00:00:00,5.8
Mizoram,NER,23.71039899,92.72001461,12/02/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,12/02/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,12/02/2019 00:00:00,4.1
Punjab,NR,31.51997398,75.98000281,13/02/2019 00:00:00,98.8
Haryana,NR,28.45000633,77.01999101,13/02/2019 00:00:00,104.3
Rajasthan,NR,26.44999921,74.63998124,13/02/2019 00:00:00,202.4
Delhi,NR,28.6699929,77.23000403,13/02/2019 00:00:00,61.2
UP,NR,27.59998069,78.05000565,13/02/2019 00:00:00,268.8
Uttarakhand,NR,30.32040895,78.05000565,13/02/2019 00:00:00,30.3
HP,NR,31.10002545,77.16659704,13/02/2019 00:00:00,24.9
J&K,NR,33.45,76.24,13/02/2019 00:00:00,42.2
Chandigarh,NR,30.71999697,76.78000565,13/02/2019 00:00:00,3.1
Chhattisgarh,WR,22.09042035,82.15998734,13/02/2019 00:00:00,74.4
Gujarat,WR,22.2587,71.1924,13/02/2019 00:00:00,261.9
MP,WR,21.30039105,76.13001949,13/02/2019 00:00:00,181.7
Maharashtra,WR,19.25023195,73.16017493,13/02/2019 00:00:00,357.5
Goa,WR,15.491997,73.81800065,13/02/2019 00:00:00,12.3
DNH,WR,20.26657819,73.0166178,13/02/2019 00:00:00,17.2
Andhra Pradesh,SR,14.7504291,78.57002559,13/02/2019 00:00:00,157.5
Telangana,SR,18.1124,79.0193,13/02/2019 00:00:00,147.6
Karnataka,SR,12.57038129,76.91999711,13/02/2019 00:00:00,141.7
Kerala,SR,8.900372741,76.56999263,13/02/2019 00:00:00,60.3
Tamil Nadu,SR,12.92038576,79.15004187,13/02/2019 00:00:00,243.0
Pondy,SR,11.93499371,79.83000037,13/02/2019 00:00:00,6.3
Bihar,ER,25.78541445,87.4799727,13/02/2019 00:00:00,77.9
Jharkhand,ER,23.80039349,86.41998572,13/02/2019 00:00:00,23.6
Odisha,ER,19.82042971,85.90001746,13/02/2019 00:00:00,84.0
West Bengal,ER,22.58039044,88.32994665,13/02/2019 00:00:00,116.8
Sikkim,ER,27.3333303,88.6166475,13/02/2019 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,13/02/2019 00:00:00,1.9
Assam,NER,26.7499809,94.21666744,13/02/2019 00:00:00,24.5
Manipur,NER,24.79997072,93.95001705,13/02/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,13/02/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,13/02/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,13/02/2019 00:00:00,2.3
Tripura,NER,23.83540428,91.27999914,13/02/2019 00:00:00,4.1
Punjab,NR,31.51997398,75.98000281,14/02/2019 00:00:00,104.6
Haryana,NR,28.45000633,77.01999101,14/02/2019 00:00:00,118.9
Rajasthan,NR,26.44999921,74.63998124,14/02/2019 00:00:00,232.8
Delhi,NR,28.6699929,77.23000403,14/02/2019 00:00:00,71.8
UP,NR,27.59998069,78.05000565,14/02/2019 00:00:00,261.4
Uttarakhand,NR,30.32040895,78.05000565,14/02/2019 00:00:00,38.5
HP,NR,31.10002545,77.16659704,14/02/2019 00:00:00,29.6
J&K,NR,33.45,76.24,14/02/2019 00:00:00,48.5
Chandigarh,NR,30.71999697,76.78000565,14/02/2019 00:00:00,3.8
Chhattisgarh,WR,22.09042035,82.15998734,14/02/2019 00:00:00,73.7
Gujarat,WR,22.2587,71.1924,14/02/2019 00:00:00,317.3
MP,WR,21.30039105,76.13001949,14/02/2019 00:00:00,228.3
Maharashtra,WR,19.25023195,73.16017493,14/02/2019 00:00:00,394.1
Goa,WR,15.491997,73.81800065,14/02/2019 00:00:00,9.8
DNH,WR,20.26657819,73.0166178,14/02/2019 00:00:00,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,14/02/2019 00:00:00,149.2
Telangana,SR,18.1124,79.0193,14/02/2019 00:00:00,141.7
Karnataka,SR,12.57038129,76.91999711,14/02/2019 00:00:00,205.3
Kerala,SR,8.900372741,76.56999263,14/02/2019 00:00:00,68.8
Tamil Nadu,SR,12.92038576,79.15004187,14/02/2019 00:00:00,295.0
Pondy,SR,11.93499371,79.83000037,14/02/2019 00:00:00,7.1
Bihar,ER,25.78541445,87.4799727,14/02/2019 00:00:00,72.2
Jharkhand,ER,23.80039349,86.41998572,14/02/2019 00:00:00,21.6
Odisha,ER,19.82042971,85.90001746,14/02/2019 00:00:00,82.3
West Bengal,ER,22.58039044,88.32994665,14/02/2019 00:00:00,124.4
Sikkim,ER,27.3333303,88.6166475,14/02/2019 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,14/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,14/02/2019 00:00:00,23.9
Manipur,NER,24.79997072,93.95001705,14/02/2019 00:00:00,2.8
Meghalaya,NER,25.57049217,91.8800142,14/02/2019 00:00:00,6.3
Mizoram,NER,23.71039899,92.72001461,14/02/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,14/02/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,14/02/2019 00:00:00,3.9
Punjab,NR,31.51997398,75.98000281,15/02/2019 00:00:00,109.7
Haryana,NR,28.45000633,77.01999101,15/02/2019 00:00:00,125.6
Rajasthan,NR,26.44999921,74.63998124,15/02/2019 00:00:00,236.7
Delhi,NR,28.6699929,77.23000403,15/02/2019 00:00:00,71.7
UP,NR,27.59998069,78.05000565,15/02/2019 00:00:00,264.7
Uttarakhand,NR,30.32040895,78.05000565,15/02/2019 00:00:00,38.6
HP,NR,31.10002545,77.16659704,15/02/2019 00:00:00,30.2
J&K,NR,33.45,76.24,15/02/2019 00:00:00,48.9
Chandigarh,NR,30.71999697,76.78000565,15/02/2019 00:00:00,3.8
Chhattisgarh,WR,22.09042035,82.15998734,15/02/2019 00:00:00,75.1
Gujarat,WR,22.2587,71.1924,15/02/2019 00:00:00,322.3
MP,WR,21.30039105,76.13001949,15/02/2019 00:00:00,233.3
Maharashtra,WR,19.25023195,73.16017493,15/02/2019 00:00:00,399.5
Goa,WR,15.491997,73.81800065,15/02/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,15/02/2019 00:00:00,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,15/02/2019 00:00:00,148.1
Telangana,SR,18.1124,79.0193,15/02/2019 00:00:00,157.0
Karnataka,SR,12.57038129,76.91999711,15/02/2019 00:00:00,204.5
Kerala,SR,8.900372741,76.56999263,15/02/2019 00:00:00,70.1
Tamil Nadu,SR,12.92038576,79.15004187,15/02/2019 00:00:00,297.2
Pondy,SR,11.93499371,79.83000037,15/02/2019 00:00:00,7.3
Bihar,ER,25.78541445,87.4799727,15/02/2019 00:00:00,72.6
Jharkhand,ER,23.80039349,86.41998572,15/02/2019 00:00:00,23.9
Odisha,ER,19.82042971,85.90001746,15/02/2019 00:00:00,80.3
West Bengal,ER,22.58039044,88.32994665,15/02/2019 00:00:00,125.4
Sikkim,ER,27.3333303,88.6166475,15/02/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,15/02/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,15/02/2019 00:00:00,23.6
Manipur,NER,24.79997072,93.95001705,15/02/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,15/02/2019 00:00:00,6.3
Mizoram,NER,23.71039899,92.72001461,15/02/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,15/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,15/02/2019 00:00:00,3.6
Punjab,NR,31.51997398,75.98000281,16/02/2019 00:00:00,112.8
Haryana,NR,28.45000633,77.01999101,16/02/2019 00:00:00,129.1
Rajasthan,NR,26.44999921,74.63998124,16/02/2019 00:00:00,237.0
Delhi,NR,28.6699929,77.23000403,16/02/2019 00:00:00,72.7
UP,NR,27.59998069,78.05000565,16/02/2019 00:00:00,272.5
Uttarakhand,NR,30.32040895,78.05000565,16/02/2019 00:00:00,40.2
HP,NR,31.10002545,77.16659704,16/02/2019 00:00:00,31.5
J&K,NR,33.45,76.24,16/02/2019 00:00:00,49.4
Chandigarh,NR,30.71999697,76.78000565,16/02/2019 00:00:00,4.0
Chhattisgarh,WR,22.09042035,82.15998734,16/02/2019 00:00:00,76.1
Gujarat,WR,22.2587,71.1924,16/02/2019 00:00:00,321.8
MP,WR,21.30039105,76.13001949,16/02/2019 00:00:00,235.5
Maharashtra,WR,19.25023195,73.16017493,16/02/2019 00:00:00,405.3
Goa,WR,15.491997,73.81800065,16/02/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,16/02/2019 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,16/02/2019 00:00:00,151.5
Telangana,SR,18.1124,79.0193,16/02/2019 00:00:00,162.6
Karnataka,SR,12.57038129,76.91999711,16/02/2019 00:00:00,211.1
Kerala,SR,8.900372741,76.56999263,16/02/2019 00:00:00,70.9
Tamil Nadu,SR,12.92038576,79.15004187,16/02/2019 00:00:00,304.7
Pondy,SR,11.93499371,79.83000037,16/02/2019 00:00:00,7.2
Bihar,ER,25.78541445,87.4799727,16/02/2019 00:00:00,74.7
Jharkhand,ER,23.80039349,86.41998572,16/02/2019 00:00:00,24.3
Odisha,ER,19.82042971,85.90001746,16/02/2019 00:00:00,76.4
West Bengal,ER,22.58039044,88.32994665,16/02/2019 00:00:00,126.8
Sikkim,ER,27.3333303,88.6166475,16/02/2019 00:00:00,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,16/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,16/02/2019 00:00:00,23.7
Manipur,NER,24.79997072,93.95001705,16/02/2019 00:00:00,2.9
Meghalaya,NER,25.57049217,91.8800142,16/02/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,16/02/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,16/02/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,16/02/2019 00:00:00,3.7
Punjab,NR,31.51997398,75.98000281,17/02/2019 00:00:00,110.7
Haryana,NR,28.45000633,77.01999101,17/02/2019 00:00:00,126.4
Rajasthan,NR,26.44999921,74.63998124,17/02/2019 00:00:00,235.2
Delhi,NR,28.6699929,77.23000403,17/02/2019 00:00:00,71.6
UP,NR,27.59998069,78.05000565,17/02/2019 00:00:00,272.5
Uttarakhand,NR,30.32040895,78.05000565,17/02/2019 00:00:00,40.5
HP,NR,31.10002545,77.16659704,17/02/2019 00:00:00,30.9
J&K,NR,33.45,76.24,17/02/2019 00:00:00,47.3
Chandigarh,NR,30.71999697,76.78000565,17/02/2019 00:00:00,3.9
Chhattisgarh,WR,22.09042035,82.15998734,17/02/2019 00:00:00,78.4
Gujarat,WR,22.2587,71.1924,17/02/2019 00:00:00,326.9
MP,WR,21.30039105,76.13001949,17/02/2019 00:00:00,237.0
Maharashtra,WR,19.25023195,73.16017493,17/02/2019 00:00:00,403.4
Goa,WR,15.491997,73.81800065,17/02/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,17/02/2019 00:00:00,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,17/02/2019 00:00:00,150.5
Telangana,SR,18.1124,79.0193,17/02/2019 00:00:00,166.8
Karnataka,SR,12.57038129,76.91999711,17/02/2019 00:00:00,213.0
Kerala,SR,8.900372741,76.56999263,17/02/2019 00:00:00,70.8
Tamil Nadu,SR,12.92038576,79.15004187,17/02/2019 00:00:00,301.5
Pondy,SR,11.93499371,79.83000037,17/02/2019 00:00:00,7.2
Bihar,ER,25.78541445,87.4799727,17/02/2019 00:00:00,73.6
Jharkhand,ER,23.80039349,86.41998572,17/02/2019 00:00:00,25.0
Odisha,ER,19.82042971,85.90001746,17/02/2019 00:00:00,75.6
West Bengal,ER,22.58039044,88.32994665,17/02/2019 00:00:00,128.6
Sikkim,ER,27.3333303,88.6166475,17/02/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,17/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,17/02/2019 00:00:00,23.5
Manipur,NER,24.79997072,93.95001705,17/02/2019 00:00:00,2.9
Meghalaya,NER,25.57049217,91.8800142,17/02/2019 00:00:00,6.2
Mizoram,NER,23.71039899,92.72001461,17/02/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,17/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,17/02/2019 00:00:00,3.7
Punjab,NR,31.51997398,75.98000281,18/02/2019 00:00:00,109.5
Haryana,NR,28.45000633,77.01999101,18/02/2019 00:00:00,125.1
Rajasthan,NR,26.44999921,74.63998124,18/02/2019 00:00:00,236.6
Delhi,NR,28.6699929,77.23000403,18/02/2019 00:00:00,71.3
UP,NR,27.59998069,78.05000565,18/02/2019 00:00:00,268.0
Uttarakhand,NR,30.32040895,78.05000565,18/02/2019 00:00:00,35.7
HP,NR,31.10002545,77.16659704,18/02/2019 00:00:00,30.4
J&K,NR,33.45,76.24,18/02/2019 00:00:00,42.9
Chandigarh,NR,30.71999697,76.78000565,18/02/2019 00:00:00,3.9
Chhattisgarh,WR,22.09042035,82.15998734,18/02/2019 00:00:00,78.8
Gujarat,WR,22.2587,71.1924,18/02/2019 00:00:00,322.6
MP,WR,21.30039105,76.13001949,18/02/2019 00:00:00,237.1
Maharashtra,WR,19.25023195,73.16017493,18/02/2019 00:00:00,399.3
Goa,WR,15.491997,73.81800065,18/02/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,18/02/2019 00:00:00,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,18/02/2019 00:00:00,159.5
Telangana,SR,18.1124,79.0193,18/02/2019 00:00:00,167.8
Karnataka,SR,12.57038129,76.91999711,18/02/2019 00:00:00,217.6
Kerala,SR,8.900372741,76.56999263,18/02/2019 00:00:00,70.6
Tamil Nadu,SR,12.92038576,79.15004187,18/02/2019 00:00:00,302.2
Pondy,SR,11.93499371,79.83000037,18/02/2019 00:00:00,7.1
Bihar,ER,25.78541445,87.4799727,18/02/2019 00:00:00,73.3
Jharkhand,ER,23.80039349,86.41998572,18/02/2019 00:00:00,24.8
Odisha,ER,19.82042971,85.90001746,18/02/2019 00:00:00,73.5
West Bengal,ER,22.58039044,88.32994665,18/02/2019 00:00:00,132.4
Sikkim,ER,27.3333303,88.6166475,18/02/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,18/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,18/02/2019 00:00:00,23.8
Manipur,NER,24.79997072,93.95001705,18/02/2019 00:00:00,2.7
Meghalaya,NER,25.57049217,91.8800142,18/02/2019 00:00:00,6.3
Mizoram,NER,23.71039899,92.72001461,18/02/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,18/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,18/02/2019 00:00:00,3.8
Punjab,NR,31.51997398,75.98000281,19/02/2019 00:00:00,106.7
Haryana,NR,28.45000633,77.01999101,19/02/2019 00:00:00,127.3
Rajasthan,NR,26.44999921,74.63998124,19/02/2019 00:00:00,234.3
Delhi,NR,28.6699929,77.23000403,19/02/2019 00:00:00,69.2
UP,NR,27.59998069,78.05000565,19/02/2019 00:00:00,270.0
Uttarakhand,NR,30.32040895,78.05000565,19/02/2019 00:00:00,39.6
HP,NR,31.10002545,77.16659704,19/02/2019 00:00:00,29.8
J&K,NR,33.45,76.24,19/02/2019 00:00:00,49.4
Chandigarh,NR,30.71999697,76.78000565,19/02/2019 00:00:00,3.6
Chhattisgarh,WR,22.09042035,82.15998734,19/02/2019 00:00:00,78.1
Gujarat,WR,22.2587,71.1924,19/02/2019 00:00:00,319.9
MP,WR,21.30039105,76.13001949,19/02/2019 00:00:00,238.5
Maharashtra,WR,19.25023195,73.16017493,19/02/2019 00:00:00,403.5
Goa,WR,15.491997,73.81800065,19/02/2019 00:00:00,11.5
DNH,WR,20.26657819,73.0166178,19/02/2019 00:00:00,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,19/02/2019 00:00:00,160.8
Telangana,SR,18.1124,79.0193,19/02/2019 00:00:00,169.7
Karnataka,SR,12.57038129,76.91999711,19/02/2019 00:00:00,212.9
Kerala,SR,8.900372741,76.56999263,19/02/2019 00:00:00,70.2
Tamil Nadu,SR,12.92038576,79.15004187,19/02/2019 00:00:00,294.6
Pondy,SR,11.93499371,79.83000037,19/02/2019 00:00:00,6.6
Bihar,ER,25.78541445,87.4799727,19/02/2019 00:00:00,74.1
Jharkhand,ER,23.80039349,86.41998572,19/02/2019 00:00:00,24.4
Odisha,ER,19.82042971,85.90001746,19/02/2019 00:00:00,74.4
West Bengal,ER,22.58039044,88.32994665,19/02/2019 00:00:00,127.1
Sikkim,ER,27.3333303,88.6166475,19/02/2019 00:00:00,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,19/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,19/02/2019 00:00:00,23.9
Manipur,NER,24.79997072,93.95001705,19/02/2019 00:00:00,2.8
Meghalaya,NER,25.57049217,91.8800142,19/02/2019 00:00:00,6.2
Mizoram,NER,23.71039899,92.72001461,19/02/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,19/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,19/02/2019 00:00:00,4.3
Punjab,NR,31.51997398,75.98000281,20/02/2019 00:00:00,101.5
Haryana,NR,28.45000633,77.01999101,20/02/2019 00:00:00,118.2
Rajasthan,NR,26.44999921,74.63998124,20/02/2019 00:00:00,232.0
Delhi,NR,28.6699929,77.23000403,20/02/2019 00:00:00,67.0
UP,NR,27.59998069,78.05000565,20/02/2019 00:00:00,264.3
Uttarakhand,NR,30.32040895,78.05000565,20/02/2019 00:00:00,36.6
HP,NR,31.10002545,77.16659704,20/02/2019 00:00:00,27.4
J&K,NR,33.45,76.24,20/02/2019 00:00:00,48.9
Chandigarh,NR,30.71999697,76.78000565,20/02/2019 00:00:00,3.3
Chhattisgarh,WR,22.09042035,82.15998734,20/02/2019 00:00:00,79.0
Gujarat,WR,22.2587,71.1924,20/02/2019 00:00:00,312.3
MP,WR,21.30039105,76.13001949,20/02/2019 00:00:00,235.3
Maharashtra,WR,19.25023195,73.16017493,20/02/2019 00:00:00,392.4
Goa,WR,15.491997,73.81800065,20/02/2019 00:00:00,11.9
DNH,WR,20.26657819,73.0166178,20/02/2019 00:00:00,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,20/02/2019 00:00:00,159.1
Telangana,SR,18.1124,79.0193,20/02/2019 00:00:00,172.1
Karnataka,SR,12.57038129,76.91999711,20/02/2019 00:00:00,200.4
Kerala,SR,8.900372741,76.56999263,20/02/2019 00:00:00,64.3
Tamil Nadu,SR,12.92038576,79.15004187,20/02/2019 00:00:00,282.4
Pondy,SR,11.93499371,79.83000037,20/02/2019 00:00:00,6.5
Bihar,ER,25.78541445,87.4799727,20/02/2019 00:00:00,74.0
Jharkhand,ER,23.80039349,86.41998572,20/02/2019 00:00:00,23.4
Odisha,ER,19.82042971,85.90001746,20/02/2019 00:00:00,73.3
West Bengal,ER,22.58039044,88.32994665,20/02/2019 00:00:00,119.8
Sikkim,ER,27.3333303,88.6166475,20/02/2019 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,20/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,20/02/2019 00:00:00,22.6
Manipur,NER,24.79997072,93.95001705,20/02/2019 00:00:00,2.9
Meghalaya,NER,25.57049217,91.8800142,20/02/2019 00:00:00,6.2
Mizoram,NER,23.71039899,92.72001461,20/02/2019 00:00:00,2.0
Nagaland,NER,25.6669979,94.11657019,20/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,20/02/2019 00:00:00,3.6
Punjab,NR,31.51997398,75.98000281,21/02/2019 00:00:00,155.9
Haryana,NR,28.45000633,77.01999101,21/02/2019 00:00:00,165.3
Rajasthan,NR,26.44999921,74.63998124,21/02/2019 00:00:00,248.1
Delhi,NR,28.6699929,77.23000403,21/02/2019 00:00:00,111.8
UP,NR,27.59998069,78.05000565,21/02/2019 00:00:00,428.2
Uttarakhand,NR,30.32040895,78.05000565,21/02/2019 00:00:00,45.0
HP,NR,31.10002545,77.16659704,21/02/2019 00:00:00,28.9
J&K,NR,33.45,76.24,21/02/2019 00:00:00,46.7
Chandigarh,NR,30.71999697,76.78000565,21/02/2019 00:00:00,5.2
Chhattisgarh,WR,22.09042035,82.15998734,21/02/2019 00:00:00,94.3
Gujarat,WR,22.2587,71.1924,21/02/2019 00:00:00,385.7
MP,WR,21.30039105,76.13001949,21/02/2019 00:00:00,224.0
Maharashtra,WR,19.25023195,73.16017493,21/02/2019 00:00:00,509.5
Goa,WR,15.491997,73.81800065,21/02/2019 00:00:00,12.4
DNH,WR,20.26657819,73.0166178,21/02/2019 00:00:00,14.6
Andhra Pradesh,SR,14.7504291,78.57002559,21/02/2019 00:00:00,197.0
Telangana,SR,18.1124,79.0193,21/02/2019 00:00:00,176.0
Karnataka,SR,12.57038129,76.91999711,21/02/2019 00:00:00,194.9
Kerala,SR,8.900372741,76.56999263,21/02/2019 00:00:00,85.6
Tamil Nadu,SR,12.92038576,79.15004187,21/02/2019 00:00:00,345.5
Pondy,SR,11.93499371,79.83000037,21/02/2019 00:00:00,9.2
Bihar,ER,25.78541445,87.4799727,21/02/2019 00:00:00,105.3
Jharkhand,ER,23.80039349,86.41998572,21/02/2019 00:00:00,28.2
Odisha,ER,19.82042971,85.90001746,21/02/2019 00:00:00,96.5
West Bengal,ER,22.58039044,88.32994665,21/02/2019 00:00:00,185.5
Sikkim,ER,27.3333303,88.6166475,21/02/2019 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,21/02/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,21/02/2019 00:00:00,25.2
Manipur,NER,24.79997072,93.95001705,21/02/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,21/02/2019 00:00:00,4.7
Mizoram,NER,23.71039899,92.72001461,21/02/2019 00:00:00,1.5
Nagaland,NER,25.6669979,94.11657019,21/02/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,21/02/2019 00:00:00,5.0
Punjab,NR,31.51997398,75.98000281,22/02/2019 00:00:00,166.3
Haryana,NR,28.45000633,77.01999101,22/02/2019 00:00:00,173.6
Rajasthan,NR,26.44999921,74.63998124,22/02/2019 00:00:00,257.9
Delhi,NR,28.6699929,77.23000403,22/02/2019 00:00:00,114.9
UP,NR,27.59998069,78.05000565,22/02/2019 00:00:00,435.6
Uttarakhand,NR,30.32040895,78.05000565,22/02/2019 00:00:00,46.5
HP,NR,31.10002545,77.16659704,22/02/2019 00:00:00,29.4
J&K,NR,33.45,76.24,22/02/2019 00:00:00,47.8
Chandigarh,NR,30.71999697,76.78000565,22/02/2019 00:00:00,5.4
Chhattisgarh,WR,22.09042035,82.15998734,22/02/2019 00:00:00,89.0
Gujarat,WR,22.2587,71.1924,22/02/2019 00:00:00,391.1
MP,WR,21.30039105,76.13001949,22/02/2019 00:00:00,227.4
Maharashtra,WR,19.25023195,73.16017493,22/02/2019 00:00:00,516.4
Goa,WR,15.491997,73.81800065,22/02/2019 00:00:00,11.8
DNH,WR,20.26657819,73.0166178,22/02/2019 00:00:00,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,22/02/2019 00:00:00,201.0
Telangana,SR,18.1124,79.0193,22/02/2019 00:00:00,181.8
Karnataka,SR,12.57038129,76.91999711,22/02/2019 00:00:00,214.1
Kerala,SR,8.900372741,76.56999263,22/02/2019 00:00:00,88.1
Tamil Nadu,SR,12.92038576,79.15004187,22/02/2019 00:00:00,356.2
Pondy,SR,11.93499371,79.83000037,22/02/2019 00:00:00,9.4
Bihar,ER,25.78541445,87.4799727,22/02/2019 00:00:00,108.7
Jharkhand,ER,23.80039349,86.41998572,22/02/2019 00:00:00,28.5
Odisha,ER,19.82042971,85.90001746,22/02/2019 00:00:00,89.5
West Bengal,ER,22.58039044,88.32994665,22/02/2019 00:00:00,186.1
Sikkim,ER,27.3333303,88.6166475,22/02/2019 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,22/02/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,22/02/2019 00:00:00,28.0
Manipur,NER,24.79997072,93.95001705,22/02/2019 00:00:00,2.7
Meghalaya,NER,25.57049217,91.8800142,22/02/2019 00:00:00,5.0
Mizoram,NER,23.71039899,92.72001461,22/02/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,22/02/2019 00:00:00,2.0
Tripura,NER,23.83540428,91.27999914,22/02/2019 00:00:00,5.0
Punjab,NR,31.51997398,75.98000281,23/02/2019 00:00:00,175.9
Haryana,NR,28.45000633,77.01999101,23/02/2019 00:00:00,179.3
Rajasthan,NR,26.44999921,74.63998124,23/02/2019 00:00:00,256.2
Delhi,NR,28.6699929,77.23000403,23/02/2019 00:00:00,121.6
UP,NR,27.59998069,78.05000565,23/02/2019 00:00:00,444.4
Uttarakhand,NR,30.32040895,78.05000565,23/02/2019 00:00:00,46.3
HP,NR,31.10002545,77.16659704,23/02/2019 00:00:00,29.2
J&K,NR,33.45,76.24,23/02/2019 00:00:00,47.2
Chandigarh,NR,30.71999697,76.78000565,23/02/2019 00:00:00,5.6
Chhattisgarh,WR,22.09042035,82.15998734,23/02/2019 00:00:00,85.0
Gujarat,WR,22.2587,71.1924,23/02/2019 00:00:00,389.9
MP,WR,21.30039105,76.13001949,23/02/2019 00:00:00,226.3
Maharashtra,WR,19.25023195,73.16017493,23/02/2019 00:00:00,515.8
Goa,WR,15.491997,73.81800065,23/02/2019 00:00:00,12.3
DNH,WR,20.26657819,73.0166178,23/02/2019 00:00:00,16.7
Andhra Pradesh,SR,14.7504291,78.57002559,23/02/2019 00:00:00,197.1
Telangana,SR,18.1124,79.0193,23/02/2019 00:00:00,186.6
Karnataka,SR,12.57038129,76.91999711,23/02/2019 00:00:00,206.3
Kerala,SR,8.900372741,76.56999263,23/02/2019 00:00:00,79.6
Tamil Nadu,SR,12.92038576,79.15004187,23/02/2019 00:00:00,345.2
Pondy,SR,11.93499371,79.83000037,23/02/2019 00:00:00,8.9
Bihar,ER,25.78541445,87.4799727,23/02/2019 00:00:00,107.7
Jharkhand,ER,23.80039349,86.41998572,23/02/2019 00:00:00,28.2
Odisha,ER,19.82042971,85.90001746,23/02/2019 00:00:00,86.6
West Bengal,ER,22.58039044,88.32994665,23/02/2019 00:00:00,198.1
Sikkim,ER,27.3333303,88.6166475,23/02/2019 00:00:00,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,23/02/2019 00:00:00,2.2
