States,Regions,latitude,longitude,Dates,Usage
Gujarat,WR,22.2587,71.1924,21/03/2019 00:00:00,295.5
MP,WR,21.30039105,76.13001949,21/03/2019 00:00:00,193.3
Maharashtra,WR,19.25023195,73.16017493,21/03/2019 00:00:00,409.9
Goa,WR,15.491997,73.81800065,21/03/2019 00:00:00,9.7
DNH,WR,20.26657819,73.0166178,21/03/2019 00:00:00,5.8
Andhra Pradesh,SR,14.7504291,78.57002559,21/03/2019 00:00:00,157.9
Telangana,SR,18.1124,79.0193,21/03/2019 00:00:00,137.0
Karnataka,SR,12.57038129,76.91999711,21/03/2019 00:00:00,187.9
Kerala,SR,8.900372741,76.56999263,21/03/2019 00:00:00,70.5
Tamil Nadu,SR,12.92038576,79.15004187,21/03/2019 00:00:00,245.3
Pondy,SR,11.93499371,79.83000037,21/03/2019 00:00:00,6.2
Bihar,ER,25.78541445,87.4799727,21/03/2019 00:00:00,71.3
Jharkhand,ER,23.80039349,86.41998572,21/03/2019 00:00:00,22.0
Odisha,ER,19.82042971,85.90001746,21/03/2019 00:00:00,70.2
West Bengal,ER,22.58039044,88.32994665,21/03/2019 00:00:00,95.6
Sikkim,ER,27.3333303,88.6166475,21/03/2019 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,21/03/2019 00:00:00,1.7
Assam,NER,26.7499809,94.21666744,21/03/2019 00:00:00,21.7
Manipur,NER,24.79997072,93.95001705,21/03/2019 00:00:00,2.0
Meghalaya,NER,25.57049217,91.8800142,21/03/2019 00:00:00,4.0
Mizoram,NER,23.71039899,92.72001461,21/03/2019 00:00:00,1.4
Nagaland,NER,25.6669979,94.11657019,21/03/2019 00:00:00,1.8
Tripura,NER,23.83540428,91.27999914,21/03/2019 00:00:00,4.5
Punjab,NR,31.51997398,75.98000281,22/03/2019 00:00:00,101.7
Haryana,NR,28.45000633,77.01999101,22/03/2019 00:00:00,114.5
Rajasthan,NR,26.44999921,74.63998124,22/03/2019 00:00:00,216.7
Delhi,NR,28.6699929,77.23000403,22/03/2019 00:00:00,62.5
UP,NR,27.59998069,78.05000565,22/03/2019 00:00:00,260.8
Uttarakhand,NR,30.32040895,78.05000565,22/03/2019 00:00:00,33.1
HP,NR,31.10002545,77.16659704,22/03/2019 00:00:00,27.9
J&K,NR,33.45,76.24,22/03/2019 00:00:00,44.5
Chandigarh,NR,30.71999697,76.78000565,22/03/2019 00:00:00,3.2
Chhattisgarh,WR,22.09042035,82.15998734,22/03/2019 00:00:00,71.6
Gujarat,WR,22.2587,71.1924,22/03/2019 00:00:00,334.9
MP,WR,21.30039105,76.13001949,22/03/2019 00:00:00,248.2
Maharashtra,WR,19.25023195,73.16017493,22/03/2019 00:00:00,438.0
Goa,WR,15.491997,73.81800065,22/03/2019 00:00:00,12.3
DNH,WR,20.26657819,73.0166178,22/03/2019 00:00:00,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,22/03/2019 00:00:00,169.5
Telangana,SR,18.1124,79.0193,22/03/2019 00:00:00,178.7
Karnataka,SR,12.57038129,76.91999711,22/03/2019 00:00:00,196.3
Kerala,SR,8.900372741,76.56999263,22/03/2019 00:00:00,72.0
Tamil Nadu,SR,12.92038576,79.15004187,22/03/2019 00:00:00,269.1
Pondy,SR,11.93499371,79.83000037,22/03/2019 00:00:00,6.8
Bihar,ER,25.78541445,87.4799727,22/03/2019 00:00:00,66.6
Jharkhand,ER,23.80039349,86.41998572,22/03/2019 00:00:00,24.4
Odisha,ER,19.82042971,85.90001746,22/03/2019 00:00:00,72.1
West Bengal,ER,22.58039044,88.32994665,22/03/2019 00:00:00,107.5
Sikkim,ER,27.3333303,88.6166475,22/03/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,22/03/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,22/03/2019 00:00:00,22.6
Manipur,NER,24.79997072,93.95001705,22/03/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,22/03/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,22/03/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,22/03/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,22/03/2019 00:00:00,3.5
Punjab,NR,31.51997398,75.98000281,23/03/2019 00:00:00,100.3
Haryana,NR,28.45000633,77.01999101,23/03/2019 00:00:00,114.2
Rajasthan,NR,26.44999921,74.63998124,23/03/2019 00:00:00,214.5
Delhi,NR,28.6699929,77.23000403,23/03/2019 00:00:00,63.5
UP,NR,27.59998069,78.05000565,23/03/2019 00:00:00,258.2
Uttarakhand,NR,30.32040895,78.05000565,23/03/2019 00:00:00,34.1
HP,NR,31.10002545,77.16659704,23/03/2019 00:00:00,28.4
J&K,NR,33.45,76.24,23/03/2019 00:00:00,44.2
Chandigarh,NR,30.71999697,76.78000565,23/03/2019 00:00:00,3.4
Chhattisgarh,WR,22.09042035,82.15998734,23/03/2019 00:00:00,72.8
Gujarat,WR,22.2587,71.1924,23/03/2019 00:00:00,339.2
MP,WR,21.30039105,76.13001949,23/03/2019 00:00:00,250.9
Maharashtra,WR,19.25023195,73.16017493,23/03/2019 00:00:00,442.3
Goa,WR,15.491997,73.81800065,23/03/2019 00:00:00,12.3
DNH,WR,20.26657819,73.0166178,23/03/2019 00:00:00,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,23/03/2019 00:00:00,169.5
Telangana,SR,18.1124,79.0193,23/03/2019 00:00:00,180.8
Karnataka,SR,12.57038129,76.91999711,23/03/2019 00:00:00,182.1
Kerala,SR,8.900372741,76.56999263,23/03/2019 00:00:00,73.0
Tamil Nadu,SR,12.92038576,79.15004187,23/03/2019 00:00:00,280.8
Pondy,SR,11.93499371,79.83000037,23/03/2019 00:00:00,7.0
Bihar,ER,25.78541445,87.4799727,23/03/2019 00:00:00,68.3
Jharkhand,ER,23.80039349,86.41998572,23/03/2019 00:00:00,24.7
Odisha,ER,19.82042971,85.90001746,23/03/2019 00:00:00,74.4
West Bengal,ER,22.58039044,88.32994665,23/03/2019 00:00:00,110.8
Sikkim,ER,27.3333303,88.6166475,23/03/2019 00:00:00,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,23/03/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,23/03/2019 00:00:00,22.7
Manipur,NER,24.79997072,93.95001705,23/03/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,23/03/2019 00:00:00,5.7
Mizoram,NER,23.71039899,92.72001461,23/03/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,23/03/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,23/03/2019 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,24/03/2019 00:00:00,98.0
Haryana,NR,28.45000633,77.01999101,24/03/2019 00:00:00,108.2
Rajasthan,NR,26.44999921,74.63998124,24/03/2019 00:00:00,218.6
Delhi,NR,28.6699929,77.23000403,24/03/2019 00:00:00,62.6
UP,NR,27.59998069,78.05000565,24/03/2019 00:00:00,258.4
Uttarakhand,NR,30.32040895,78.05000565,24/03/2019 00:00:00,34.6
HP,NR,31.10002545,77.16659704,24/03/2019 00:00:00,28.6
J&K,NR,33.45,76.24,24/03/2019 00:00:00,40.1
Chandigarh,NR,30.71999697,76.78000565,24/03/2019 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,24/03/2019 00:00:00,71.5
Gujarat,WR,22.2587,71.1924,24/03/2019 00:00:00,336.5
MP,WR,21.30039105,76.13001949,24/03/2019 00:00:00,253.4
Maharashtra,WR,19.25023195,73.16017493,24/03/2019 00:00:00,441.0
Goa,WR,15.491997,73.81800065,24/03/2019 00:00:00,12.3
DNH,WR,20.26657819,73.0166178,24/03/2019 00:00:00,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,24/03/2019 00:00:00,169.9
Telangana,SR,18.1124,79.0193,24/03/2019 00:00:00,170.8
Karnataka,SR,12.57038129,76.91999711,24/03/2019 00:00:00,185.8
Kerala,SR,8.900372741,76.56999263,24/03/2019 00:00:00,73.5
Tamil Nadu,SR,12.92038576,79.15004187,24/03/2019 00:00:00,280.3
Pondy,SR,11.93499371,79.83000037,24/03/2019 00:00:00,7.2
Bihar,ER,25.78541445,87.4799727,24/03/2019 00:00:00,68.7
Jharkhand,ER,23.80039349,86.41998572,24/03/2019 00:00:00,24.2
Odisha,ER,19.82042971,85.90001746,24/03/2019 00:00:00,73.8
West Bengal,ER,22.58039044,88.32994665,24/03/2019 00:00:00,113.4
Sikkim,ER,27.3333303,88.6166475,24/03/2019 00:00:00,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,24/03/2019 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,24/03/2019 00:00:00,23.3
Manipur,NER,24.79997072,93.95001705,24/03/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,24/03/2019 00:00:00,5.8
Mizoram,NER,23.71039899,92.72001461,24/03/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,24/03/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,24/03/2019 00:00:00,3.6
Punjab,NR,31.51997398,75.98000281,25/03/2019 00:00:00,99.4
Haryana,NR,28.45000633,77.01999101,25/03/2019 00:00:00,100.3
Rajasthan,NR,26.44999921,74.63998124,25/03/2019 00:00:00,213.0
Delhi,NR,28.6699929,77.23000403,25/03/2019 00:00:00,62.4
UP,NR,27.59998069,78.05000565,25/03/2019 00:00:00,238.2
Uttarakhand,NR,30.32040895,78.05000565,25/03/2019 00:00:00,30.2
HP,NR,31.10002545,77.16659704,25/03/2019 00:00:00,28.2
J&K,NR,33.45,76.24,25/03/2019 00:00:00,37.9
Chandigarh,NR,30.71999697,76.78000565,25/03/2019 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,25/03/2019 00:00:00,71.4
Gujarat,WR,22.2587,71.1924,25/03/2019 00:00:00,334.7
MP,WR,21.30039105,76.13001949,25/03/2019 00:00:00,252.8
Maharashtra,WR,19.25023195,73.16017493,25/03/2019 00:00:00,443.7
Goa,WR,15.491997,73.81800065,25/03/2019 00:00:00,12.5
DNH,WR,20.26657819,73.0166178,25/03/2019 00:00:00,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,25/03/2019 00:00:00,168.6
Telangana,SR,18.1124,79.0193,25/03/2019 00:00:00,169.0
Karnataka,SR,12.57038129,76.91999711,25/03/2019 00:00:00,190.8
Kerala,SR,8.900372741,76.56999263,25/03/2019 00:00:00,73.8
Tamil Nadu,SR,12.92038576,79.15004187,25/03/2019 00:00:00,265.8
Pondy,SR,11.93499371,79.83000037,25/03/2019 00:00:00,7.1
Bihar,ER,25.78541445,87.4799727,25/03/2019 00:00:00,69.3
Jharkhand,ER,23.80039349,86.41998572,25/03/2019 00:00:00,24.1
Odisha,ER,19.82042971,85.90001746,25/03/2019 00:00:00,74.5
West Bengal,ER,22.58039044,88.32994665,25/03/2019 00:00:00,113.0
Sikkim,ER,27.3333303,88.6166475,25/03/2019 00:00:00,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,25/03/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,25/03/2019 00:00:00,23.1
Manipur,NER,24.79997072,93.95001705,25/03/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,25/03/2019 00:00:00,5.5
Mizoram,NER,23.71039899,92.72001461,25/03/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,25/03/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,25/03/2019 00:00:00,3.6
Punjab,NR,31.51997398,75.98000281,26/03/2019 00:00:00,102.8
Haryana,NR,28.45000633,77.01999101,26/03/2019 00:00:00,109.9
Rajasthan,NR,26.44999921,74.63998124,26/03/2019 00:00:00,212.3
Delhi,NR,28.6699929,77.23000403,26/03/2019 00:00:00,63.5
UP,NR,27.59998069,78.05000565,26/03/2019 00:00:00,236.2
Uttarakhand,NR,30.32040895,78.05000565,26/03/2019 00:00:00,34.2
HP,NR,31.10002545,77.16659704,26/03/2019 00:00:00,29.2
J&K,NR,33.45,76.24,26/03/2019 00:00:00,44.3
Chandigarh,NR,30.71999697,76.78000565,26/03/2019 00:00:00,3.5
Chhattisgarh,WR,22.09042035,82.15998734,26/03/2019 00:00:00,71.9
Gujarat,WR,22.2587,71.1924,26/03/2019 00:00:00,336.7
MP,WR,21.30039105,76.13001949,26/03/2019 00:00:00,250.3
Maharashtra,WR,19.25023195,73.16017493,26/03/2019 00:00:00,443.7
Goa,WR,15.491997,73.81800065,26/03/2019 00:00:00,12.9
DNH,WR,20.26657819,73.0166178,26/03/2019 00:00:00,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,26/03/2019 00:00:00,167.7
Telangana,SR,18.1124,79.0193,26/03/2019 00:00:00,168.6
Karnataka,SR,12.57038129,76.91999711,26/03/2019 00:00:00,195.3
Kerala,SR,8.900372741,76.56999263,26/03/2019 00:00:00,74.2
Tamil Nadu,SR,12.92038576,79.15004187,26/03/2019 00:00:00,264.7
Pondy,SR,11.93499371,79.83000037,26/03/2019 00:00:00,7.3
Bihar,ER,25.78541445,87.4799727,26/03/2019 00:00:00,69.0
Jharkhand,ER,23.80039349,86.41998572,26/03/2019 00:00:00,24.3
Odisha,ER,19.82042971,85.90001746,26/03/2019 00:00:00,74.9
West Bengal,ER,22.58039044,88.32994665,26/03/2019 00:00:00,114.1
Sikkim,ER,27.3333303,88.6166475,26/03/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,26/03/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,26/03/2019 00:00:00,22.9
Manipur,NER,24.79997072,93.95001705,26/03/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,26/03/2019 00:00:00,5.5
Mizoram,NER,23.71039899,92.72001461,26/03/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,26/03/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,26/03/2019 00:00:00,3.9
Punjab,NR,31.51997398,75.98000281,27/03/2019 00:00:00,101.4
Haryana,NR,28.45000633,77.01999101,27/03/2019 00:00:00,108.5
Rajasthan,NR,26.44999921,74.63998124,27/03/2019 00:00:00,213.3
Delhi,NR,28.6699929,77.23000403,27/03/2019 00:00:00,60.4
UP,NR,27.59998069,78.05000565,27/03/2019 00:00:00,240.5
Uttarakhand,NR,30.32040895,78.05000565,27/03/2019 00:00:00,34.2
HP,NR,31.10002545,77.16659704,27/03/2019 00:00:00,29.1
J&K,NR,33.45,76.24,27/03/2019 00:00:00,44.1
Chandigarh,NR,30.71999697,76.78000565,27/03/2019 00:00:00,3.3
Chhattisgarh,WR,22.09042035,82.15998734,27/03/2019 00:00:00,71.7
Gujarat,WR,22.2587,71.1924,27/03/2019 00:00:00,333.5
MP,WR,21.30039105,76.13001949,27/03/2019 00:00:00,250.7
Maharashtra,WR,19.25023195,73.16017493,27/03/2019 00:00:00,445.0
Goa,WR,15.491997,73.81800065,27/03/2019 00:00:00,12.9
DNH,WR,20.26657819,73.0166178,27/03/2019 00:00:00,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,27/03/2019 00:00:00,170.0
Telangana,SR,18.1124,79.0193,27/03/2019 00:00:00,167.3
Karnataka,SR,12.57038129,76.91999711,27/03/2019 00:00:00,190.9
Kerala,SR,8.900372741,76.56999263,27/03/2019 00:00:00,72.0
Tamil Nadu,SR,12.92038576,79.15004187,27/03/2019 00:00:00,250.0
Pondy,SR,11.93499371,79.83000037,27/03/2019 00:00:00,6.9
Bihar,ER,25.78541445,87.4799727,27/03/2019 00:00:00,69.0
Jharkhand,ER,23.80039349,86.41998572,27/03/2019 00:00:00,24.5
Odisha,ER,19.82042971,85.90001746,27/03/2019 00:00:00,77.5
West Bengal,ER,22.58039044,88.32994665,27/03/2019 00:00:00,115.6
Sikkim,ER,27.3333303,88.6166475,27/03/2019 00:00:00,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,27/03/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,27/03/2019 00:00:00,23.0
Manipur,NER,24.79997072,93.95001705,27/03/2019 00:00:00,2.5
Meghalaya,NER,25.57049217,91.8800142,27/03/2019 00:00:00,6.0
Mizoram,NER,23.71039899,92.72001461,27/03/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,27/03/2019 00:00:00,2.2
Tripura,NER,23.83540428,91.27999914,27/03/2019 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,28/03/2019 00:00:00,92.9
Haryana,NR,28.45000633,77.01999101,28/03/2019 00:00:00,97.7
Rajasthan,NR,26.44999921,74.63998124,28/03/2019 00:00:00,210.3
Delhi,NR,28.6699929,77.23000403,28/03/2019 00:00:00,57.2
UP,NR,27.59998069,78.05000565,28/03/2019 00:00:00,232.6
Uttarakhand,NR,30.32040895,78.05000565,28/03/2019 00:00:00,30.9
HP,NR,31.10002545,77.16659704,28/03/2019 00:00:00,25.8
J&K,NR,33.45,76.24,28/03/2019 00:00:00,43.8
Chandigarh,NR,30.71999697,76.78000565,28/03/2019 00:00:00,3.1
Chhattisgarh,WR,22.09042035,82.15998734,28/03/2019 00:00:00,70.5
Gujarat,WR,22.2587,71.1924,28/03/2019 00:00:00,318.3
MP,WR,21.30039105,76.13001949,28/03/2019 00:00:00,246.0
Maharashtra,WR,19.25023195,73.16017493,28/03/2019 00:00:00,424.4
Goa,WR,15.491997,73.81800065,28/03/2019 00:00:00,12.9
DNH,WR,20.26657819,73.0166178,28/03/2019 00:00:00,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,28/03/2019 00:00:00,151.7
Telangana,SR,18.1124,79.0193,28/03/2019 00:00:00,159.2
Karnataka,SR,12.57038129,76.91999711,28/03/2019 00:00:00,162.3
Kerala,SR,8.900372741,76.56999263,28/03/2019 00:00:00,64.2
Tamil Nadu,SR,12.92038576,79.15004187,28/03/2019 00:00:00,211.8
Pondy,SR,11.93499371,79.83000037,28/03/2019 00:00:00,5.8
Bihar,ER,25.78541445,87.4799727,28/03/2019 00:00:00,66.8
Jharkhand,ER,23.80039349,86.41998572,28/03/2019 00:00:00,23.6
Odisha,ER,19.82042971,85.90001746,28/03/2019 00:00:00,83.8
West Bengal,ER,22.58039044,88.32994665,28/03/2019 00:00:00,102.1
Sikkim,ER,27.3333303,88.6166475,28/03/2019 00:00:00,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,28/03/2019 00:00:00,2.1
Assam,NER,26.7499809,94.21666744,28/03/2019 00:00:00,20.4
Manipur,NER,24.79997072,93.95001705,28/03/2019 00:00:00,2.6
Meghalaya,NER,25.57049217,91.8800142,28/03/2019 00:00:00,5.9
Mizoram,NER,23.71039899,92.72001461,28/03/2019 00:00:00,1.8
Nagaland,NER,25.6669979,94.11657019,28/03/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,28/03/2019 00:00:00,3.4
Punjab,NR,31.51997398,75.98000281,29/03/2019 00:00:00,118.3
Haryana,NR,28.45000633,77.01999101,29/03/2019 00:00:00,117.7
Rajasthan,NR,26.44999921,74.63998124,29/03/2019 00:00:00,209.5
Delhi,NR,28.6699929,77.23000403,29/03/2019 00:00:00,61.7
UP,NR,27.59998069,78.05000565,29/03/2019 00:00:00,291.7
Uttarakhand,NR,30.32040895,78.05000565,29/03/2019 00:00:00,35.2
HP,NR,31.10002545,77.16659704,29/03/2019 00:00:00,26.9
J&K,NR,33.45,76.24,29/03/2019 00:00:00,45.8
Chandigarh,NR,30.71999697,76.78000565,29/03/2019 00:00:00,3.1
Chhattisgarh,WR,22.09042035,82.15998734,29/03/2019 00:00:00,94.2
Gujarat,WR,22.2587,71.1924,29/03/2019 00:00:00,351.5
MP,WR,21.30039105,76.13001949,29/03/2019 00:00:00,199.3
Maharashtra,WR,19.25023195,73.16017493,29/03/2019 00:00:00,471.3
Goa,WR,15.491997,73.81800065,29/03/2019 00:00:00,12.4
DNH,WR,20.26657819,73.0166178,29/03/2019 00:00:00,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,29/03/2019 00:00:00,197.7
Telangana,SR,18.1124,79.0193,29/03/2019 00:00:00,223.9
Karnataka,SR,12.57038129,76.91999711,29/03/2019 00:00:00,252.5
Kerala,SR,8.900372741,76.56999263,29/03/2019 00:00:00,84.7
Tamil Nadu,SR,12.92038576,79.15004187,29/03/2019 00:00:00,345.9
Pondy,SR,11.93499371,79.83000037,29/03/2019 00:00:00,8.5
Bihar,ER,25.78541445,87.4799727,29/03/2019 00:00:00,79.5
Jharkhand,ER,23.80039349,86.41998572,29/03/2019 00:00:00,24.7
Odisha,ER,19.82042971,85.90001746,29/03/2019 00:00:00,87.1
West Bengal,ER,22.58039044,88.32994665,29/03/2019 00:00:00,152.1
Sikkim,ER,27.3333303,88.6166475,29/03/2019 00:00:00,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,29/03/2019 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,29/03/2019 00:00:00,24.8
Manipur,NER,24.79997072,93.95001705,29/03/2019 00:00:00,2.1
Meghalaya,NER,25.57049217,91.8800142,29/03/2019 00:00:00,5.7
Mizoram,NER,23.71039899,92.72001461,29/03/2019 00:00:00,1.7
Nagaland,NER,25.6669979,94.11657019,29/03/2019 00:00:00,2.7
Tripura,NER,23.83540428,91.27999914,29/03/2019 00:00:00,3.9
Punjab,NR,31.51997398,75.98000281,30/03/2019 00:00:00,123.5
Haryana,NR,28.45000633,77.01999101,30/03/2019 00:00:00,123.4
Rajasthan,NR,26.44999921,74.63998124,30/03/2019 00:00:00,216.3
Delhi,NR,28.6699929,77.23000403,30/03/2019 00:00:00,64.3
UP,NR,27.59998069,78.05000565,30/03/2019 00:00:00,279.4
Uttarakhand,NR,30.32040895,78.05000565,30/03/2019 00:00:00,35.2
HP,NR,31.10002545,77.16659704,30/03/2019 00:00:00,26.2
J&K,NR,33.45,76.24,30/03/2019 00:00:00,45.1
Chandigarh,NR,30.71999697,76.78000565,30/03/2019 00:00:00,3.1
Chhattisgarh,WR,22.09042035,82.15998734,30/03/2019 00:00:00,96.0
Gujarat,WR,22.2587,71.1924,30/03/2019 00:00:00,355.6
MP,WR,21.30039105,76.13001949,30/03/2019 00:00:00,200.8
Maharashtra,WR,19.25023195,73.16017493,30/03/2019 00:00:00,484.0
Goa,WR,15.491997,73.81800065,30/03/2019 00:00:00,12.4
DNH,WR,20.26657819,73.0166178,30/03/2019 00:00:00,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,30/03/2019 00:00:00,197.6
Telangana,SR,18.1124,79.0193,30/03/2019 00:00:00,229.2
Karnataka,SR,12.57038129,76.91999711,30/03/2019 00:00:00,273.3
Kerala,SR,8.900372741,76.56999263,30/03/2019 00:00:00,86.3
Tamil Nadu,SR,12.92038576,79.15004187,30/03/2019 00:00:00,341.9
Pondy,SR,11.93499371,79.83000037,30/03/2019 00:00:00,8.4
Bihar,ER,25.78541445,87.4799727,30/03/2019 00:00:00,62.1
Jharkhand,ER,23.80039349,86.41998572,30/03/2019 00:00:00,23.1
Odisha,ER,19.82042971,85.90001746,30/03/2019 00:00:00,98.4
West Bengal,ER,22.58039044,88.32994665,30/03/2019 00:00:00,145.2
Sikkim,ER,27.3333303,88.6166475,30/03/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,30/03/2019 00:00:00,2.2
Assam,NER,26.7499809,94.21666744,30/03/2019 00:00:00,23.2
Manipur,NER,24.79997072,93.95001705,30/03/2019 00:00:00,2.3
Meghalaya,NER,25.57049217,91.8800142,30/03/2019 00:00:00,5.5
Mizoram,NER,23.71039899,92.72001461,30/03/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,30/03/2019 00:00:00,2.7
Tripura,NER,23.83540428,91.27999914,30/03/2019 00:00:00,3.8
Punjab,NR,31.51997398,75.98000281,31/03/2019 00:00:00,126.9
Haryana,NR,28.45000633,77.01999101,31/03/2019 00:00:00,124.6
Rajasthan,NR,26.44999921,74.63998124,31/03/2019 00:00:00,215.4
Delhi,NR,28.6699929,77.23000403,31/03/2019 00:00:00,65.9
UP,NR,27.59998069,78.05000565,31/03/2019 00:00:00,297.6
Uttarakhand,NR,30.32040895,78.05000565,31/03/2019 00:00:00,35.8
HP,NR,31.10002545,77.16659704,31/03/2019 00:00:00,26.7
J&K,NR,33.45,76.24,31/03/2019 00:00:00,46.1
Chandigarh,NR,30.71999697,76.78000565,31/03/2019 00:00:00,3.2
Chhattisgarh,WR,22.09042035,82.15998734,31/03/2019 00:00:00,98.1
Gujarat,WR,22.2587,71.1924,31/03/2019 00:00:00,357.6
MP,WR,21.30039105,76.13001949,31/03/2019 00:00:00,203.1
Maharashtra,WR,19.25023195,73.16017493,31/03/2019 00:00:00,489.6
Goa,WR,15.491997,73.81800065,31/03/2019 00:00:00,12.4
DNH,WR,20.26657819,73.0166178,31/03/2019 00:00:00,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,31/03/2019 00:00:00,198.1
Telangana,SR,18.1124,79.0193,31/03/2019 00:00:00,226.8
Karnataka,SR,12.57038129,76.91999711,31/03/2019 00:00:00,256.3
Kerala,SR,8.900372741,76.56999263,31/03/2019 00:00:00,86.4
Tamil Nadu,SR,12.92038576,79.15004187,31/03/2019 00:00:00,350.1
Pondy,SR,11.93499371,79.83000037,31/03/2019 00:00:00,8.4
Bihar,ER,25.78541445,87.4799727,31/03/2019 00:00:00,72.8
Jharkhand,ER,23.80039349,86.41998572,31/03/2019 00:00:00,23.9
Odisha,ER,19.82042971,85.90001746,31/03/2019 00:00:00,98.7
West Bengal,ER,22.58039044,88.32994665,31/03/2019 00:00:00,145.8
Sikkim,ER,27.3333303,88.6166475,31/03/2019 00:00:00,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,31/03/2019 00:00:00,2.0
Assam,NER,26.7499809,94.21666744,31/03/2019 00:00:00,22.7
Manipur,NER,24.79997072,93.95001705,31/03/2019 00:00:00,2.4
Meghalaya,NER,25.57049217,91.8800142,31/03/2019 00:00:00,5.6
Mizoram,NER,23.71039899,92.72001461,31/03/2019 00:00:00,1.9
Nagaland,NER,25.6669979,94.11657019,31/03/2019 00:00:00,2.1
Tripura,NER,23.83540428,91.27999914,31/03/2019 00:00:00,3.8
Punjab,NR,31.51997398,75.98000281,02/04/2019 00:00:00,129.8
Haryana,NR,28.45000633,77.01999101,02/04/2019 00:00:00,126.3
Rajasthan,NR,26.44999921,74.63998124,02/04/2019 00:00:00,214.8
Delhi,NR,28.6699929,77.23000403,02/04/2019 00:00:00,67.4
UP,NR,27.59998069,78.05000565,02/04/2019 00:00:00,308.6
Uttarakhand,NR,30.32040895,78.05000565,02/04/2019 00:00:00,24.0
HP,NR,31.10002545,77.16659704,02/04/2019 00:00:00,25.5
J&K,NR,33.45,76.24,02/04/2019 00:00:00,44.4
Chandigarh,NR,30.71999697,76.78000565,02/04/2019 00:00:00,3.2
Chhattisgarh,WR,22.09042035,82.15998734,02/04/2019 00:00:00,97.2
Gujarat,WR,22.2587,71.1924,02/04/2019 00:00:00,364.6
MP,WR,21.30039105,76.13001949,02/04/2019 00:00:00,204.8
Maharashtra,WR,19.25023195,73.16017493,02/04/2019 00:00:00,487.7
Goa,WR,15.491997,73.81800065,02/04/2019 00:00:00,12.4
DNH,WR,20.26657819,73.0166178,02/04/2019 00:00:00,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,02/04/2019 00:00:00,198.8
Telangana,SR,18.1124,79.0193,02/04/2019 00:00:00,225.6
Karnataka,SR,12.57038129,76.91999711,02/04/2019 00:00:00,254.3
Kerala,SR,8.900372741,76.56999263,02/04/2019 00:00:00,86.7
